arxiv_category,keyword_group,query,requested_cap,n_fetched,timestamp
hep-th,"angular momentum formalism, Noether charge, rotational invariance, differential forms","cat:hep-th AND (all:""angular momentum formalism"" OR all:""Noether charge"" OR all:""rotational invariance"" OR all:""differential forms"")",6,6,2026-07-03T13:24:33.348883+0000
hep-th,"phase space continuity, stochastic differential equations, kinematic dynamo, supersymmetry","cat:hep-th AND (all:""phase space continuity"" OR all:""stochastic differential equations"" OR all:""kinematic dynamo"" OR all:""supersymmetry"")",6,6,2026-07-03T13:24:38.142425+0000
hep-th,"Maxwell's equations, classical mechanics, classical electrodynamics, electromagnetism, unified field theory","cat:hep-th AND (all:""Maxwell's equations"" OR all:""classical mechanics"" OR all:""classical electrodynamics"" OR all:""electromagnetism"" OR all:""unified field theory"")",6,6,2026-07-03T13:24:42.875185+0000
hep-th,"spontaneous symmetry breaking, local operator, quantum field theory, vacuum expectation value, gauge symmetry","cat:hep-th AND (all:""spontaneous symmetry breaking"" OR all:""local operator"" OR all:""quantum field theory"" OR all:""vacuum expectation value"" OR all:""gauge symmetry"")",6,6,2026-07-03T13:24:47.725857+0000
hep-th,"stochastic supersymmetric principle, hydromagnetic dynamo, deterministic chaos, kinematic approximation, induction equation","cat:hep-th AND (all:""stochastic supersymmetric principle"" OR all:""hydromagnetic dynamo"" OR all:""deterministic chaos"" OR all:""kinematic approximation"" OR all:""induction equation"")",6,6,2026-07-03T13:24:51.544072+0000
hep-th,"subatomic physics, parity violation, mirror asymmetry, time invariance, Ozma Problem","cat:hep-th AND (all:""subatomic physics"" OR all:""parity violation"" OR all:""mirror asymmetry"" OR all:""time invariance"" OR all:""Ozma Problem"")",6,6,2026-07-03T13:24:56.585154+0000
hep-th,"Euler-Lagrange equations, canonical quantization, Hamiltonian mechanics, action principle, quotient algebra","cat:hep-th AND (all:""Euler-Lagrange equations"" OR all:""canonical quantization"" OR all:""Hamiltonian mechanics"" OR all:""action principle"" OR all:""quotient algebra"")",6,6,2026-07-03T13:25:01.375765+0000
hep-th,"approximate symmetry, equations of motion, explicit symmetry breaking, symmetry principles","cat:hep-th AND (all:""approximate symmetry"" OR all:""equations of motion"" OR all:""explicit symmetry breaking"" OR all:""symmetry principles"")",6,6,2026-07-03T13:25:05.975322+0000
hep-th,"special relativity, spacetime physics, inertial reference frame, relativity of simultaneity","cat:hep-th AND (all:""special relativity"" OR all:""spacetime physics"" OR all:""inertial reference frame"" OR all:""relativity of simultaneity"")",6,6,2026-07-03T13:25:11.126231+0000
hep-th,"classical mechanics, wave-particle duality, Euclidean space, macroscopic motion, quantum mechanics","cat:hep-th AND (all:""classical mechanics"" OR all:""wave-particle duality"" OR all:""Euclidean space"" OR all:""macroscopic motion"" OR all:""quantum mechanics"")",6,6,2026-07-03T13:25:16.369968+0000
hep-th,"information loss paradox, black hole evaporation, Hawking radiation, quantum mechanics","cat:hep-th AND (all:""information loss paradox"" OR all:""black hole evaporation"" OR all:""Hawking radiation"" OR all:""quantum mechanics"")",6,6,2026-07-03T13:25:21.237981+0000
hep-th,"special relativity, Lorentz invariance, spacetime manifold, boost velocity, four-tensors","cat:hep-th AND (all:""special relativity"" OR all:""Lorentz invariance"" OR all:""spacetime manifold"" OR all:""boost velocity"" OR all:""four-tensors"")",6,6,2026-07-03T13:25:26.155752+0000
hep-th,"special relativity, four-dimensional model, Minkowski space, non-inertial reference frame, spacetime manifold","cat:hep-th AND (all:""special relativity"" OR all:""four-dimensional model"" OR all:""Minkowski space"" OR all:""non-inertial reference frame"" OR all:""spacetime manifold"")",6,6,2026-07-03T13:25:32.084647+0000
hep-th,"special relativity, Minkowski diagram, Lorentz transformations, relativistic mechanics","cat:hep-th AND (all:""special relativity"" OR all:""Minkowski diagram"" OR all:""Lorentz transformations"" OR all:""relativistic mechanics"")",6,6,2026-07-03T13:25:37.153323+0000
hep-th,"Modified Newtonian dynamics, non-baryonic matter, entropic gravity, tensor–vector–scalar gravity","cat:hep-th AND (all:""Modified Newtonian dynamics"" OR all:""non-baryonic matter"" OR all:""entropic gravity"" OR all:""tensor–vector–scalar gravity"")",6,6,2026-07-03T13:25:42.011774+0000
hep-th,"maximal acceleration, spacetime geometry, Caianiello's theory, quantum gravity","cat:hep-th AND (all:""maximal acceleration"" OR all:""spacetime geometry"" OR all:""Caianiello's theory"" OR all:""quantum gravity"")",6,6,2026-07-03T13:25:46.863307+0000
math.GT,"hyperbolic plane, isogonal, vertex-transitive, tessellation, uniform tiling","cat:math.GT AND (all:""hyperbolic plane"" OR all:""isogonal"" OR all:""vertex-transitive"" OR all:""tessellation"" OR all:""uniform tiling"")",75,75,2026-07-03T13:25:51.521229+0000
math.GT,"rational normal curve, projective transformations, group isomorphism, isomorphic groups, Hesse's principle of transfer","cat:math.GT AND (all:""rational normal curve"" OR all:""projective transformations"" OR all:""group isomorphism"" OR all:""isomorphic groups"" OR all:""Hesse's principle of transfer"")",75,45,2026-07-03T13:25:55.889520+0000
eess.SY,"system dynamics, linear time-invariant, signal processing, transfer function, mathematical modeling","cat:eess.SY AND (all:""system dynamics"" OR all:""linear time-invariant"" OR all:""signal processing"" OR all:""transfer function"" OR all:""mathematical modeling"")",50,50,2026-07-03T13:26:00.612240+0000
eess.SY,"signal processing, linear time-invariant systems, transfer function, system dynamics","cat:eess.SY AND (all:""signal processing"" OR all:""linear time-invariant systems"" OR all:""transfer function"" OR all:""system dynamics"")",50,50,2026-07-03T13:26:05.400893+0000
eess.SY,"resistivity, intrinsic property, electrical current flow, ohm-meters","cat:eess.SY AND (all:""resistivity"" OR all:""intrinsic property"" OR all:""electrical current flow"" OR all:""ohm-meters"")",50,50,2026-07-03T13:26:10.196539+0000
physics.atom-ph,"permutation-inversion groups, symmetry operations, molecular geometry, identical nuclei, center of mass","cat:physics.atom-ph AND (all:""permutation-inversion groups"" OR all:""symmetry operations"" OR all:""molecular geometry"" OR all:""identical nuclei"" OR all:""center of mass"")",37,37,2026-07-03T13:26:14.678900+0000
physics.atom-ph,"identity operation, point group theory, molecular geometry, symmetry groups","cat:physics.atom-ph AND (all:""identity operation"" OR all:""point group theory"" OR all:""molecular geometry"" OR all:""symmetry groups"")",37,26,2026-07-03T13:26:18.718335+0000
physics.atom-ph,"center of inversion, identity operation, symmetry groups, plane of symmetry, inversion center","cat:physics.atom-ph AND (all:""center of inversion"" OR all:""identity operation"" OR all:""symmetry groups"" OR all:""plane of symmetry"" OR all:""inversion center"")",37,14,2026-07-03T13:26:22.504888+0000
physics.atom-ph,"international system of units, caesium frequency standard, time measurement, caesium atom transition, SI base units","cat:physics.atom-ph AND (all:""international system of units"" OR all:""caesium frequency standard"" OR all:""time measurement"" OR all:""caesium atom transition"" OR all:""SI base units"")",37,37,2026-07-03T13:26:26.788876+0000
cond-mat.mes-hall,"memristive network, Type-II non-crossing curve, two-terminal resistance memory, ReRAM, pinched hysteresis curves","cat:cond-mat.mes-hall AND (all:""memristive network"" OR all:""Type-II non-crossing curve"" OR all:""two-terminal resistance memory"" OR all:""ReRAM"" OR all:""pinched hysteresis curves"")",5,5,2026-07-03T13:26:31.012506+0000
cond-mat.mes-hall,"synapse transistor, activity-based forgetting, neuro-inspired circuits, inactivity-based forgetting, short-term potentiation","cat:cond-mat.mes-hall AND (all:""synapse transistor"" OR all:""activity-based forgetting"" OR all:""neuro-inspired circuits"" OR all:""inactivity-based forgetting"" OR all:""short-term potentiation"")",5,3,2026-07-03T13:26:35.096945+0000
cond-mat.mes-hall,"domain dynamics, resistive switching, ferroelectric memristors, piezoelectric field, non-volatile memory","cat:cond-mat.mes-hall AND (all:""domain dynamics"" OR all:""resistive switching"" OR all:""ferroelectric memristors"" OR all:""piezoelectric field"" OR all:""non-volatile memory"")",5,5,2026-07-03T13:26:39.946861+0000
cond-mat.mes-hall,"synapse transistor, synaptic plasticity, neuro-inspired circuits, short-term potentiation","cat:cond-mat.mes-hall AND (all:""synapse transistor"" OR all:""synaptic plasticity"" OR all:""neuro-inspired circuits"" OR all:""short-term potentiation"")",5,5,2026-07-03T13:26:43.803192+0000
cond-mat.mes-hall,"switching mechanism, non-uniform elastic strain, domain dynamics, ferroelectric memristors, piezoelectric field","cat:cond-mat.mes-hall AND (all:""switching mechanism"" OR all:""non-uniform elastic strain"" OR all:""domain dynamics"" OR all:""ferroelectric memristors"" OR all:""piezoelectric field"")",5,5,2026-07-03T13:26:48.274976+0000
cond-mat.mes-hall,"pinched hysteresis curves, two-terminal devices, non-crossing curve, resistance memory, memristor","cat:cond-mat.mes-hall AND (all:""pinched hysteresis curves"" OR all:""two-terminal devices"" OR all:""non-crossing curve"" OR all:""resistance memory"" OR all:""memristor"")",5,5,2026-07-03T13:26:53.189962+0000
cond-mat.mes-hall,"resistance-switching processes, thermal fluctuations, free-energy barriers, memristive devices, stochasticity","cat:cond-mat.mes-hall AND (all:""resistance-switching processes"" OR all:""thermal fluctuations"" OR all:""free-energy barriers"" OR all:""memristive devices"" OR all:""stochasticity"")",5,5,2026-07-03T13:26:58.254897+0000
cond-mat.mes-hall,"two-terminal resistance memory, pinched hysteresis curves, switching states, memristor, ReRAM","cat:cond-mat.mes-hall AND (all:""two-terminal resistance memory"" OR all:""pinched hysteresis curves"" OR all:""switching states"" OR all:""memristor"" OR all:""ReRAM"")",5,5,2026-07-03T13:27:02.785840+0000
cond-mat.mes-hall,"brain–computer interfaces, in-memory computing, physical neural networks, memristor, reconfigurable computing","cat:cond-mat.mes-hall AND (all:""brain–computer interfaces"" OR all:""in-memory computing"" OR all:""physical neural networks"" OR all:""memristor"" OR all:""reconfigurable computing"")",5,5,2026-07-03T13:27:07.605694+0000
cond-mat.mes-hall,"synapse transistor, inactivity-based forgetting, short-term potentiation, neuro-inspired circuit","cat:cond-mat.mes-hall AND (all:""synapse transistor"" OR all:""inactivity-based forgetting"" OR all:""short-term potentiation"" OR all:""neuro-inspired circuit"")",5,3,2026-07-03T13:27:11.346756+0000
cond-mat.mes-hall,"magnetic fields, De Haas-Van Alphen effect, magnetization, Fermi surface, differential susceptibility","cat:cond-mat.mes-hall AND (all:""magnetic fields"" OR all:""De Haas-Van Alphen effect"" OR all:""magnetization"" OR all:""Fermi surface"" OR all:""differential susceptibility"")",5,5,2026-07-03T13:27:15.846838+0000
cond-mat.mes-hall,"electromagnetic phenomena, quantum mechanics, magnetic field, superconductor, spin axis","cat:cond-mat.mes-hall AND (all:""electromagnetic phenomena"" OR all:""quantum mechanics"" OR all:""magnetic field"" OR all:""superconductor"" OR all:""spin axis"")",5,5,2026-07-03T13:27:21.059331+0000
cond-mat.mes-hall,"density of states, metallic conductivity, electronic entropy, Fermi level, insulator properties","cat:cond-mat.mes-hall AND (all:""density of states"" OR all:""metallic conductivity"" OR all:""electronic entropy"" OR all:""Fermi level"" OR all:""insulator properties"")",5,5,2026-07-03T13:27:26.537417+0000
cond-mat.mes-hall,"microscopic length scales, wavevector dependence, material parameters, spatial dispersion, continuous media","cat:cond-mat.mes-hall AND (all:""microscopic length scales"" OR all:""wavevector dependence"" OR all:""material parameters"" OR all:""spatial dispersion"" OR all:""continuous media"")",5,5,2026-07-03T13:27:31.222968+0000
cond-mat.mes-hall,"density of states, solid-state physics, electronic entropy, Fermi level, insulators and metals","cat:cond-mat.mes-hall AND (all:""density of states"" OR all:""solid-state physics"" OR all:""electronic entropy"" OR all:""Fermi level"" OR all:""insulators and metals"")",5,5,2026-07-03T13:27:36.031077+0000
cond-mat.mes-hall,"physical structure, physical systems, phase transitions, symmetry breaking, order parameter","cat:cond-mat.mes-hall AND (all:""physical structure"" OR all:""physical systems"" OR all:""phase transitions"" OR all:""symmetry breaking"" OR all:""order parameter"")",5,5,2026-07-03T13:27:40.502240+0000
cond-mat.mes-hall,"physical framework, physical mechanisms, phase transitions, symmetry breaking, order parameter","cat:cond-mat.mes-hall AND (all:""physical framework"" OR all:""physical mechanisms"" OR all:""phase transitions"" OR all:""symmetry breaking"" OR all:""order parameter"")",5,5,2026-07-03T13:27:45.721051+0000
cond-mat.mes-hall,"magnetic field oscillations, AC permeability, De Haas-Van Alphen effect, Fermi surface, differential susceptibility","cat:cond-mat.mes-hall AND (all:""magnetic field oscillations"" OR all:""AC permeability"" OR all:""De Haas-Van Alphen effect"" OR all:""Fermi surface"" OR all:""differential susceptibility"")",5,5,2026-07-03T13:27:50.083932+0000
cond-mat.mes-hall,"collective field, electromagnetic gauge symmetry, superconductors, order parameter","cat:cond-mat.mes-hall AND (all:""collective field"" OR all:""electromagnetic gauge symmetry"" OR all:""superconductors"" OR all:""order parameter"")",5,5,2026-07-03T13:27:54.652927+0000
cond-mat.mes-hall,"memristive devices, MoOx/MoS2 heterostructure, solution-processing technology, transition metal dichalcogenides, memcapacitive effect","cat:cond-mat.mes-hall AND (all:""memristive devices"" OR all:""MoOx/MoS2 heterostructure"" OR all:""solution-processing technology"" OR all:""transition metal dichalcogenides"" OR all:""memcapacitive effect"")",5,5,2026-07-03T13:28:00.150294+0000
cond-mat.mes-hall,"MoOx/MoS2 heterostructure, transition metal dichalcogenides, memcapacitive effect, Atomristor, memristive behavior","cat:cond-mat.mes-hall AND (all:""MoOx/MoS2 heterostructure"" OR all:""transition metal dichalcogenides"" OR all:""memcapacitive effect"" OR all:""Atomristor"" OR all:""memristive behavior"")",5,5,2026-07-03T13:28:05.113148+0000
cond-mat.mes-hall,"switching mechanism, domain dynamics, ferroelectric memristors, piezoelectric field, elastic strain","cat:cond-mat.mes-hall AND (all:""switching mechanism"" OR all:""domain dynamics"" OR all:""ferroelectric memristors"" OR all:""piezoelectric field"" OR all:""elastic strain"")",5,5,2026-07-03T13:28:10.217692+0000
cond-mat.mes-hall,"memristive devices, MoOx/MoS2 heterostructure, transition metal dichalcogenides, Atomristor, atomically thin nanomaterials","cat:cond-mat.mes-hall AND (all:""memristive devices"" OR all:""MoOx/MoS2 heterostructure"" OR all:""transition metal dichalcogenides"" OR all:""Atomristor"" OR all:""atomically thin nanomaterials"")",5,5,2026-07-03T13:28:14.739472+0000
cond-mat.mes-hall,"spin valve, Néel temperature, blocking temperature, magnetic pinning, antiferromagnetic layer","cat:cond-mat.mes-hall AND (all:""spin valve"" OR all:""Néel temperature"" OR all:""blocking temperature"" OR all:""magnetic pinning"" OR all:""antiferromagnetic layer"")",5,5,2026-07-03T13:28:19.127821+0000
cond-mat.mes-hall,"magnetization dynamics, precessional motion, Landau-Lifshitz-Gilbert equation, ferromagnetic materials, micromagnetics","cat:cond-mat.mes-hall AND (all:""magnetization dynamics"" OR all:""precessional motion"" OR all:""Landau-Lifshitz-Gilbert equation"" OR all:""ferromagnetic materials"" OR all:""micromagnetics"")",5,5,2026-07-03T13:28:23.820554+0000
cond-mat.mes-hall,"magnetic susceptibility, magnetizing field intensity, magnetization, material classification","cat:cond-mat.mes-hall AND (all:""magnetic susceptibility"" OR all:""magnetizing field intensity"" OR all:""magnetization"" OR all:""material classification"")",5,5,2026-07-03T13:28:28.470444+0000
eess.SP,"Optical Signal-to-Noise Ratio, signal power, noise power, bandwidth, dynamic range","cat:eess.SP AND (all:""Optical Signal-to-Noise Ratio"" OR all:""signal power"" OR all:""noise power"" OR all:""bandwidth"" OR all:""dynamic range"")",75,75,2026-07-03T13:28:33.259633+0000
eess.SP,"resistivity, intrinsic property, electrical current flow, ohm-meters","cat:eess.SP AND (all:""resistivity"" OR all:""intrinsic property"" OR all:""electrical current flow"" OR all:""ohm-meters"")",75,75,2026-07-03T13:28:37.744359+0000
astro-ph.EP,"gravitationally bound, planetary framework, orbital mechanics, non-stellar objects, planetary structure","cat:astro-ph.EP AND (all:""gravitationally bound"" OR all:""planetary framework"" OR all:""orbital mechanics"" OR all:""non-stellar objects"" OR all:""planetary structure"")",15,15,2026-07-03T13:28:42.415550+0000
astro-ph.EP,"non-stellar objects, planetary system, gravitationally bound, orbital mechanics","cat:astro-ph.EP AND (all:""non-stellar objects"" OR all:""planetary system"" OR all:""gravitationally bound"" OR all:""orbital mechanics"")",15,15,2026-07-03T13:28:47.133888+0000
astro-ph.EP,"vacuum velocity, light-year, speed of light, astronomical distances, Julian year","cat:astro-ph.EP AND (all:""vacuum velocity"" OR all:""light-year"" OR all:""speed of light"" OR all:""astronomical distances"" OR all:""Julian year"")",15,15,2026-07-03T13:28:52.051294+0000
astro-ph.EP,"gravitationally bound, planetary mechanism, non-stellar objects, orbital dynamics","cat:astro-ph.EP AND (all:""gravitationally bound"" OR all:""planetary mechanism"" OR all:""non-stellar objects"" OR all:""orbital dynamics"")",15,15,2026-07-03T13:28:57.110270+0000
astro-ph.EP,"non-resonant-interacting, hierarchical systems, orbital dynamics, resonant systems","cat:astro-ph.EP AND (all:""non-resonant-interacting"" OR all:""hierarchical systems"" OR all:""orbital dynamics"" OR all:""resonant systems"")",15,15,2026-07-03T13:29:01.417869+0000
astro-ph.EP,"planetary systems, resonant structures, hierarchical frameworks, orbital dynamics","cat:astro-ph.EP AND (all:""planetary systems"" OR all:""resonant structures"" OR all:""hierarchical frameworks"" OR all:""orbital dynamics"")",15,15,2026-07-03T13:29:06.574921+0000
astro-ph.EP,"hierarchical structures, resonant systems, orbital dynamics, resonant mechanisms, planetary frameworks","cat:astro-ph.EP AND (all:""hierarchical structures"" OR all:""resonant systems"" OR all:""orbital dynamics"" OR all:""resonant mechanisms"" OR all:""planetary frameworks"")",15,15,2026-07-03T13:29:11.457157+0000
astro-ph.EP,"hierarchical systems, orbital dynamics, planetary frameworks, resonant structures, planetary mechanisms","cat:astro-ph.EP AND (all:""hierarchical systems"" OR all:""orbital dynamics"" OR all:""planetary frameworks"" OR all:""resonant structures"" OR all:""planetary mechanisms"")",15,15,2026-07-03T13:29:16.305023+0000
astro-ph.EP,"planetary interactions, hierarchical frameworks, orbital dynamics, resonant mechanisms","cat:astro-ph.EP AND (all:""planetary interactions"" OR all:""hierarchical frameworks"" OR all:""orbital dynamics"" OR all:""resonant mechanisms"")",15,15,2026-07-03T13:29:21.712693+0000
astro-ph.EP,"round-trip transit time, Deep Space Network, Lunar Laser Ranging, deep space network, radar astronomy","cat:astro-ph.EP AND (all:""round-trip transit time"" OR all:""Deep Space Network"" OR all:""Lunar Laser Ranging"" OR all:""deep space network"" OR all:""radar astronomy"")",15,15,2026-07-03T13:29:27.189918+0000
astro-ph.IM,"gravitationally bound, planetary framework, orbital mechanics, non-stellar objects, planetary structure","cat:astro-ph.IM AND (all:""gravitationally bound"" OR all:""planetary framework"" OR all:""orbital mechanics"" OR all:""non-stellar objects"" OR all:""planetary structure"")",18,18,2026-07-03T13:29:31.937731+0000
astro-ph.IM,"non-stellar objects, planetary system, gravitationally bound, orbital mechanics","cat:astro-ph.IM AND (all:""non-stellar objects"" OR all:""planetary system"" OR all:""gravitationally bound"" OR all:""orbital mechanics"")",18,18,2026-07-03T13:29:36.440825+0000
astro-ph.IM,"vacuum velocity, light-year, speed of light, astronomical distances, Julian year","cat:astro-ph.IM AND (all:""vacuum velocity"" OR all:""light-year"" OR all:""speed of light"" OR all:""astronomical distances"" OR all:""Julian year"")",18,18,2026-07-03T13:29:41.855755+0000
astro-ph.IM,"gravitationally bound, planetary mechanism, non-stellar objects, orbital dynamics","cat:astro-ph.IM AND (all:""gravitationally bound"" OR all:""planetary mechanism"" OR all:""non-stellar objects"" OR all:""orbital dynamics"")",18,18,2026-07-03T13:29:46.507776+0000
astro-ph.IM,"illuminance, luminous flux, radiometric measurement, luminance, surface radiance","cat:astro-ph.IM AND (all:""illuminance"" OR all:""luminous flux"" OR all:""radiometric measurement"" OR all:""luminance"" OR all:""surface radiance"")",18,18,2026-07-03T13:29:51.012976+0000
astro-ph.IM,"radiometric measurement, surface reflectance, light emission, luminous flux, illuminance","cat:astro-ph.IM AND (all:""radiometric measurement"" OR all:""surface reflectance"" OR all:""light emission"" OR all:""luminous flux"" OR all:""illuminance"")",18,18,2026-07-03T13:29:55.977968+0000
astro-ph.IM,"LIGO data, parallel analysis, gravitational waves, binary black holes, distributed computing","cat:astro-ph.IM AND (all:""LIGO data"" OR all:""parallel analysis"" OR all:""gravitational waves"" OR all:""binary black holes"" OR all:""distributed computing"")",18,18,2026-07-03T13:30:00.531696+0000
astro-ph.IM,"Earth rotation irregularities, Coordinated Universal Time, leap second, atomic time scale, Earth rotation","cat:astro-ph.IM AND (all:""Earth rotation irregularities"" OR all:""Coordinated Universal Time"" OR all:""leap second"" OR all:""atomic time scale"" OR all:""Earth rotation"")",18,18,2026-07-03T13:30:05.364880+0000
nucl-th,"high-voltage transformer, particle kinetic energies, heavy-ion fusion, accelerator-based light-ion fusion","cat:nucl-th AND (all:""high-voltage transformer"" OR all:""particle kinetic energies"" OR all:""heavy-ion fusion"" OR all:""accelerator-based light-ion fusion"")",30,30,2026-07-03T13:30:10.024330+0000
nucl-th,"particle kinetic energy, high-voltage transformer, light-ion fusion, accelerator-based fusion","cat:nucl-th AND (all:""particle kinetic energy"" OR all:""high-voltage transformer"" OR all:""light-ion fusion"" OR all:""accelerator-based fusion"")",30,7,2026-07-03T13:30:16.893707+0000
nucl-th,"nuclear transmutation, free neutron decay, mass defect, decay energy","cat:nucl-th AND (all:""nuclear transmutation"" OR all:""free neutron decay"" OR all:""mass defect"" OR all:""decay energy"")",30,30,2026-07-03T13:30:22.139779+0000
nucl-th,"nuclear transmutation, beta decay, free neutron decay, MeV units, decay energy","cat:nucl-th AND (all:""nuclear transmutation"" OR all:""beta decay"" OR all:""free neutron decay"" OR all:""MeV units"" OR all:""decay energy"")",30,30,2026-07-03T13:30:27.293286+0000
nucl-th,"transient condensation cloud, atmospheric physics, nuclear detonation, rarefaction, Wilson cloud","cat:nucl-th AND (all:""transient condensation cloud"" OR all:""atmospheric physics"" OR all:""nuclear detonation"" OR all:""rarefaction"" OR all:""Wilson cloud"")",30,9,2026-07-03T13:30:31.229411+0000
physics.flu-dyn,"pressure-temperature spike, cavitation bubble, acoustic shock wave, implosion","cat:physics.flu-dyn AND (all:""pressure-temperature spike"" OR all:""cavitation bubble"" OR all:""acoustic shock wave"" OR all:""implosion"")",11,11,2026-07-03T13:30:35.856084+0000
physics.flu-dyn,"thermal energy release, acoustic shock wave, cavitation bubble, vapor pressure, implosion","cat:physics.flu-dyn AND (all:""thermal energy release"" OR all:""acoustic shock wave"" OR all:""cavitation bubble"" OR all:""vapor pressure"" OR all:""implosion"")",11,11,2026-07-03T13:30:40.896601+0000
physics.flu-dyn,"density displacement, buoyancy-driven flow, natural convection, heat transfer, forced convection","cat:physics.flu-dyn AND (all:""density displacement"" OR all:""buoyancy-driven flow"" OR all:""natural convection"" OR all:""heat transfer"" OR all:""forced convection"")",11,11,2026-07-03T13:30:45.488580+0000
physics.flu-dyn,"fluid mechanics, fluid velocity, aerodynamic effects, Bernoulli's principle, pressure differential","cat:physics.flu-dyn AND (all:""fluid mechanics"" OR all:""fluid velocity"" OR all:""aerodynamic effects"" OR all:""Bernoulli's principle"" OR all:""pressure differential"")",11,11,2026-07-03T13:30:50.408870+0000
physics.flu-dyn,"multi-scale motions, time-averaged statistics, coherent turbulent structures, temporal coherence","cat:physics.flu-dyn AND (all:""multi-scale motions"" OR all:""time-averaged statistics"" OR all:""coherent turbulent structures"" OR all:""temporal coherence"")",11,11,2026-07-03T13:30:54.417970+0000
physics.flu-dyn,"vapor pressure, implosion dynamics, cavitation bubble, acoustic shock wave","cat:physics.flu-dyn AND (all:""vapor pressure"" OR all:""implosion dynamics"" OR all:""cavitation bubble"" OR all:""acoustic shock wave"")",11,11,2026-07-03T13:30:58.713452+0000
physics.flu-dyn,"cavitation bubble, vapor implosion, pressure-temperature spikes, acoustic shock wave, pressure enhancement","cat:physics.flu-dyn AND (all:""cavitation bubble"" OR all:""vapor implosion"" OR all:""pressure-temperature spikes"" OR all:""acoustic shock wave"" OR all:""pressure enhancement"")",11,11,2026-07-03T13:31:03.712150+0000
physics.flu-dyn,"Bernoulli's principle, fluid mechanics, velocity-pressure relationship, pressure differential","cat:physics.flu-dyn AND (all:""Bernoulli's principle"" OR all:""fluid mechanics"" OR all:""velocity-pressure relationship"" OR all:""pressure differential"")",11,11,2026-07-03T13:31:11.864249+0000
physics.flu-dyn,"Cauchy momentum equation, constitutive relation, fluid mechanics, stress tensor, viscosity","cat:physics.flu-dyn AND (all:""Cauchy momentum equation"" OR all:""constitutive relation"" OR all:""fluid mechanics"" OR all:""stress tensor"" OR all:""viscosity"")",11,11,2026-07-03T13:31:16.707631+0000
physics.flu-dyn,"partial differential equations, viscous fluid substances, conservation of mass, Newtonian fluids, momentum balance","cat:physics.flu-dyn AND (all:""partial differential equations"" OR all:""viscous fluid substances"" OR all:""conservation of mass"" OR all:""Newtonian fluids"" OR all:""momentum balance"")",11,11,2026-07-03T13:31:22.433587+0000
physics.flu-dyn,"hydraulic transients, plumbing systems, fluid mechanics, pressure surge, water hammer","cat:physics.flu-dyn AND (all:""hydraulic transients"" OR all:""plumbing systems"" OR all:""fluid mechanics"" OR all:""pressure surge"" OR all:""water hammer"")",11,11,2026-07-03T13:31:28.512186+0000
physics.flu-dyn,"particle-laden liquid, evaporation dynamics, deposition patterns, coffee ring effect, surface tension","cat:physics.flu-dyn AND (all:""particle-laden liquid"" OR all:""evaporation dynamics"" OR all:""deposition patterns"" OR all:""coffee ring effect"" OR all:""surface tension"")",11,11,2026-07-03T13:31:33.868160+0000
physics.flu-dyn,"Kutta condition, circulation, Kutta-Joukowski theorem, inviscid flow, airfoil aerodynamics","cat:physics.flu-dyn AND (all:""Kutta condition"" OR all:""circulation"" OR all:""Kutta-Joukowski theorem"" OR all:""inviscid flow"" OR all:""airfoil aerodynamics"")",11,11,2026-07-03T13:31:38.733645+0000
