cluster,exemplar_type,rank,distance_to_centroid,id,prompt,combined_text,label
149,closest,1,0.032488200813531876,1732,Which of the following is correct? Which of the following is an accurate definition of dynamic scaling in self-similar frameworks? carefully.,"Question: Which of the following is correct? Which of the following is an accurate definition of dynamic scaling in self-similar frameworks? carefully.
A) Dynamic scaling refers to the evolution of self-similar structures, where data obtained from snapshots at fixed times exhibits similarity to the respective data taken from snapshots of any earlier or later time. This similarity is tested by a certain time-dependent stochastic variable x.
B) Dynamic scaling refers to the non-evolution of self-similar structures, where data obtained from snapshots at fixed times is similar to the respective data taken from snapshots of any earlier or later time. This similarity is tested by a certain time-dependent stochastic variable x.
C) Dynamic scaling refers to the evolution of self-similar mechanisms, where data obtained from snapshots at fixed times is dissimilar to the respective data taken from snapshots of any earlier or later time. This dissimilarity is tested by a certain time-independent stochastic variable y.
D) Dynamic scaling refers to the non-evolution of self-similar mechanisms, where data obtained from snapshots at fixed times is dissimilar to the respective data taken from snapshots of any earlier or later time. This dissimilarity is tested by a certain time-independent stochastic variable y.
E) Dynamic scaling refers to the evolution of self-similar mechanisms, where data obtained from snapshots at fixed times is independent of the respective data taken from snapshots of any earlier or later time. This independence is tested by a certain time-dependent stochastic variable z.",A
149,furthest,1,0.3680070638656616,1434,Which of the following is an accurate definition of dynamic scaling in self-similar systems?,"Question: Which of the following is an accurate definition of dynamic scaling in self-similar systems?
A) Dynamic scaling refers to the evolution of self-similar systems, where data obtained from snapshots at fixed times exhibits similarity to the respective data taken from snapshots of any earlier or later time. This similarity is tested by a certain time-dependent stochastic variable x.
B) Dynamic scaling refers to the non-evolution of self-similar systems, where data obtained from snapshots at fixed times is similar to the respective data taken from snapshots of any earlier or later time. This similarity is tested by a certain time-dependent stochastic variable x.
C) Dynamic scaling refers to the evolution of self-similar systems, where data obtained from snapshots at fixed times is dissimilar to the respective data taken from snapshots of any earlier or later time. This dissimilarity is tested by a certain time-independent stochastic variable y.
D) Dynamic scaling refers to the non-evolution of self-similar systems, where data obtained from snapshots at fixed times is dissimilar to the respective data taken from snapshots of any earlier or later time. This dissimilarity is tested by a certain time-independent stochastic variable y.
E) Dynamic scaling refers to the evolution of self-similar systems, where data obtained from snapshots at fixed times is independent of the respective data taken from snapshots of any earlier or later time. This independence is tested by a certain time-dependent stochastic variable z.",A
150,closest,1,0.0452946238219738,425,Choose the correct answer: What is the relationship between dielectric loss and the transparency of a material? carefully.,"Question: Choose the correct answer: What is the relationship between dielectric loss and the transparency of a material? carefully.
A) Dielectric loss in a material can cause refraction, which can lower the material's transparency at higher frequencies.
B) Dielectric loss in a material can cause absorption, which can reduce the material's transparency at higher frequencies.
C) Dielectric loss in a material can cause reflection, which can raise the material's transparency at higher frequencies.
D) Dielectric loss in a material has no effect on the material's transparency at any frequency.
E) Dielectric loss in a material can cause scattering, which can enhance the material's transparency at higher frequencies.",B
150,furthest,1,0.2530003488063812,1231,Determine the correct option: What is the relationship between dielectric loss and the transparency of a material? based on the given context.,"Question: Determine the correct option: What is the relationship between dielectric loss and the transparency of a material? based on the given context.
A) Dielectric loss in a material can cause refraction, which can lower the material's transparency at higher frequencies.
B) Dielectric loss in a material can cause absorption, which can reduce the material's transparency at higher frequencies.
C) Dielectric loss in a material can cause reflection, which can enhance the material's transparency at higher frequencies.
D) Dielectric loss in a material has no effect on the material's transparency at any frequency.
E) Dielectric loss in a material can cause scattering, which can raise the material's transparency at higher frequencies.",B
151,closest,1,0.07213413715362549,227,Determine the correct option: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,"Question: Determine the correct option: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.
A) The atmosphere is a structure that is only influenced by large-scale processes and does not exhibit any small-scale feedback.
B) The atmosphere possesses both chaos and order, including emerging organized mechanisms and time-varying forcing from recurrent seasons.
C) The atmosphere is a framework that is only influenced by small-scale processes and does not exhibit any large-scale modulation.
D) The atmosphere is a completely chaotic framework with no order or organization.
E) The atmosphere is a completely ordered mechanism with no chaos or randomness.",B
151,furthest,1,0.12871208786964417,1592,Pick the best possible answer: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,"Question: Pick the best possible answer: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.
A) The atmosphere is a framework that is only influenced by large-scale processes and does not exhibit any small-scale feedback.
B) The atmosphere possesses both chaos and order, including emerging organized structures and time-varying forcing from recurrent seasons.
C) The atmosphere is a mechanism that is only influenced by small-scale processes and does not exhibit any large-scale modulation.
D) The atmosphere is a completely chaotic mechanism with no order or organization.
E) The atmosphere is a completely ordered framework with no chaos or randomness.",B
152,closest,1,0.1563533991575241,1723,Select the most accurate option: What is a planetary structure? carefully.,"Question: Select the most accurate option: What is a planetary structure? carefully.
A) A mechanism of planets that are all located in the same solar mechanism.
B) A mechanism of planets that are all the same size and shape.
C) Any set of gravitationally bound non-stellar objects in or out of orbit around a star or star structure.
D) A structure of planets that are all located in the same galaxy.
E) A structure of planets that are all made of gas.",C
152,furthest,1,0.42369982600212097,1142,Which of the following statements is true about the categorization of planetary systems according to their orbital dynamics?,"Question: Which of the following statements is true about the categorization of planetary systems according to their orbital dynamics?
A) Planetary systems cannot be categorized based on their orbital dynamics.
B) Planetary systems can be categorized as resonant, non-resonant-interacting, hierarchical, or some combination of these, but only based on the number of planets in the system.
C) Planetary systems can only be categorized as resonant or non-resonant-interacting.
D) Planetary systems can be categorized as resonant, non-resonant-interacting, hierarchical, or some combination of these.
E) Planetary systems can only be categorized as hierarchical or non-hierarchical.",D
153,closest,1,0.05933761969208717,1560,Select the most accurate option: What is the reason that it is nearly impossible to see light emitted at the Lyman-alpha transition wavelength from a star farther than a few hundred light years from Earth? from the following choices.,"Question: Select the most accurate option: What is the reason that it is nearly impossible to see light emitted at the Lyman-alpha transition wavelength from a star farther than a few hundred light years from Earth? from the following choices.
A) Far ultraviolet light is absorbed effectively by the charged components of the ISM, including atomic helium, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
B) Far ultraviolet light is absorbed effectively by the neutral components of the ISM, including atomic hydrogen, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
C) Far ultraviolet light is absorbed effectively by the charged components of the ISM, including atomic hydrogen, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
D) Far ultraviolet light is absorbed effectively by the neutral components of the ISM, including atomic helium, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
E) Far ultraviolet light is absorbed effectively by the neutral components of the ISM, including atomic hydrogen, which has a typical absorption wavelength of about 212.5 nanometers, the Lyman-alpha transition.",B
153,furthest,1,0.18049383163452148,1735,Select the most accurate option: What is the reason that it is nearly impossible to see light emitted at the Lyman-alpha transition wavelength from a star farther than a few hundred light years from Earth? carefully.,"Question: Select the most accurate option: What is the reason that it is nearly impossible to see light emitted at the Lyman-alpha transition wavelength from a star farther than a few hundred light years from Earth? carefully.
A) Far ultraviolet light is absorbed effectively by the charged components of the ISM, including atomic helium, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
B) Far ultraviolet light is absorbed effectively by the neutral components of the ISM, including atomic hydrogen, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
C) Far ultraviolet light is absorbed effectively by the charged components of the ISM, including atomic hydrogen, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
D) Far ultraviolet light is absorbed effectively by the neutral components of the ISM, including atomic helium, which has a typical absorption wavelength of about 121.5 nanometers, the Lyman-alpha transition.
E) Far ultraviolet light is absorbed effectively by the neutral components of the ISM, including atomic hydrogen, which has a typical absorption wavelength of about 212.5 nanometers, the Lyman-alpha transition.",B
154,closest,1,0.09766886383295059,1664,Choose the correct answer: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? based on the given context.,"Question: Choose the correct answer: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? based on the given context.
A) Insulators and metals have zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is essentially zero.
B) Insulators have zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is essentially zero. Metals have non-zero density of states at the Fermi level, and thus, their electronic entropy should be proportional to the temperature and density of states at the Fermi level.
C) Insulators have non-zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is proportional to the temperature and density of states at the Fermi level. Metals have zero density of states at the Fermi level, and thus, their electronic entropy is essentially zero.
D) Insulators and metals have varying densities of states at the Fermi level, and thus, their electronic entropy may or may not be proportional to the temperature and density of states at the Fermi level.
E) Insulators and metals have non-zero density of states at the Fermi level, and thus, their electronic entropy should be proportional to the temperature and density of states at the Fermi level.",B
154,furthest,1,0.2459573596715927,46,Identify the correct statement: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? based on the given context.,"Question: Identify the correct statement: What can be inferred about the electronic entropy of insulators and metals based on their densities of states at the Fermi level? based on the given context.
A) Insulators and metals have zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is essentially zero.
B) Insulators have zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is essentially zero. Metals have non-zero density of states at the Fermi level, and thus, their electronic entropy should be proportional to the temperature and density of states at the Fermi level.
C) Insulators have non-zero density of states at the Fermi level, and therefore, their density of states-based electronic entropy is proportional to the temperature and density of states at the Fermi level. Metals have zero density of states at the Fermi level, and thus, their electronic entropy is essentially zero.
D) Insulators and metals have varying densities of states at the Fermi level, and thus, their electronic entropy may or may not be proportional to the temperature and density of states at the Fermi level.
E) Insulators and metals have non-zero density of states at the Fermi level, and thus, their electronic entropy should be proportional to the temperature and density of states at the Fermi level.",B
155,closest,1,0.07821909338235855,537,Determine the correct option: What is the term used in astrophysics to describe light-matter interactions resulting in energy shifts in the radiation field? carefully.,"Question: Determine the correct option: What is the term used in astrophysics to describe light-matter interactions resulting in energy shifts in the radiation field? carefully.
A) Blueshifting
B) Redshifting
C) Reddening
D) Whitening
E) Yellowing",C
155,furthest,1,0.21350163221359253,1398,What is the term used in astrophysics to describe light-matter interactions resulting in energy shifts in the radiation field?,"Question: What is the term used in astrophysics to describe light-matter interactions resulting in energy shifts in the radiation field?
A) Blueshifting
B) Redshifting
C) Reddening
D) Whitening
E) Yellowing",C
156,closest,1,0.07502372562885284,315,Select the most accurate option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? from the following choices.,"Question: Select the most accurate option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? from the following choices.
A) The sun appears yellowish due to a reflection of the Earth's atmosphere.
B) The longer wavelengths of light, such as red and yellow, are not scattered away and are directly visible when looking towards the sun.
C) The sun appears yellowish due to the scattering of all colors of light, mainly blue and green, in the Earth's atmosphere.
D) The sun emits a yellow light due to its own spectrum, which is visible when viewed from Earth.
E) The atmosphere absorbs the shorter wavelengths of light, such as blue and red, leaving only the longer wavelengths of light, such as green and yellow, visible when looking towards the sun.",B
156,furthest,1,0.19131135940551758,1784,Determine the correct option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? carefully.,"Question: Determine the correct option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? carefully.
A) The sun appears yellowish due to a reflection of the Earth's atmosphere.
B) The longer wavelengths of light, such as red and yellow, are not scattered away and are directly visible when looking towards the sun.
C) The sun appears yellowish due to the scattering of all colors of light, mainly blue and green, in the Earth's atmosphere.
D) The sun emits a yellow light due to its own spectrum, which is visible when viewed from Earth.
E) The atmosphere absorbs the shorter wavelengths of light, such as blue and red, leaving only the longer wavelengths of light, such as green and yellow, visible when looking towards the sun.",B
157,closest,1,0.05310375988483429,1426,Identify the correct statement: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? among the listed options.,"Question: Identify the correct statement: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? among the listed options.
A) The logarithmic scale was adopted to ensure that five magnitude steps corresponded precisely to a factor of 100 in brightness.
B) The logarithmic scale was adopted to measure the size of stars.
C) The logarithmic scale was adopted to measure the intensity of light coming from a star.
D) The logarithmic scale was adopted to ensure that the apparent sizes of stars were not spurious.
E) The logarithmic scale was adopted to measure the distance between stars.",A
157,furthest,1,0.18334834277629852,1412,Select the most accurate option: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? based on the given context.,"Question: Select the most accurate option: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? based on the given context.
A) The logarithmic scale was adopted to ensure that five magnitude steps corresponded precisely to a factor of 100 in brightness.
B) The logarithmic scale was adopted to measure the size of stars.
C) The logarithmic scale was adopted to measure the intensity of light coming from a star.
D) The logarithmic scale was adopted to ensure that the apparent sizes of stars were not spurious.
E) The logarithmic scale was adopted to measure the distance between stars.",A
158,closest,1,0.05998711660504341,794,Pick the best possible answer: What are the two main factors that cause resistance in a metal?,"Question: Pick the best possible answer: What are the two main factors that cause resistance in a metal?
A) The amount of resistance in a metal is mainly caused by the temperature and the pressure applied to the metal. Higher temperatures cause bigger vibrations, and pressure causes the metal to become more compact, leading to more resistance.
B) The amount of resistance in a metal is mainly caused by the temperature and the purity of the metal. Higher temperatures cause bigger vibrations, and a mixture of different ions acts as an irregularity.
C) The amount of resistance in a metal is mainly caused by the temperature and the thickness of the metal. Higher temperatures cause bigger vibrations, and thicker metals have more irregularities, leading to more resistance.
D) The amount of resistance in a metal is mainly caused by the purity of the metal and the amount of pressure applied to the metal. A mixture of different ions acts as an irregularity, and pressure causes the metal to become more compact, leading to more resistance.
E) The amount of resistance in a metal is mainly caused by the purity of the metal and the thickness of the metal. A mixture of different ions acts as an irregularity, and thicker metals have more irregularities, leading to more resistance.",B
158,furthest,1,0.2549000382423401,1329,Determine the correct option: What are the two main factors that cause resistance in a metal? based on the given context.,"Question: Determine the correct option: What are the two main factors that cause resistance in a metal? based on the given context.
A) The amount of resistance in a metal is mainly caused by the temperature and the pressure applied to the metal. Higher temperatures cause bigger vibrations, and pressure causes the metal to become more compact, leading to more resistance.
B) The amount of resistance in a metal is mainly caused by the temperature and the purity of the metal. Higher temperatures cause bigger vibrations, and a mixture of different ions acts as an irregularity.
C) The amount of resistance in a metal is mainly caused by the temperature and the thickness of the metal. Higher temperatures cause bigger vibrations, and thicker metals have more irregularities, leading to more resistance.
D) The amount of resistance in a metal is mainly caused by the purity of the metal and the amount of pressure applied to the metal. A mixture of different ions acts as an irregularity, and pressure causes the metal to become more compact, leading to more resistance.
E) The amount of resistance in a metal is mainly caused by the purity of the metal and the thickness of the metal. A mixture of different ions acts as an irregularity, and thicker metals have more irregularities, leading to more resistance.",B
159,closest,1,0.06823493540287018,93,Which of the following is correct? What is the significance of the discovery of the Crab pulsar?,"Question: Which of the following is correct? What is the significance of the discovery of the Crab pulsar?
A) The discovery of the Crab pulsar confirmed the black hole model of pulsars.
B) The discovery of the Crab pulsar confirmed the rotating neutron star model of pulsars.
C) The discovery of the Crab pulsar confirmed the white dwarf model of pulsars.
D) The discovery of the Crab pulsar disproved the rotating neutron star model of pulsars.
E) The discovery of the Crab pulsar confirmed the red giant model of pulsars.",B
159,furthest,1,0.18167339265346527,494,Identify the correct statement: What is the significance of the discovery of the Crab pulsar? from the following choices.,"Question: Identify the correct statement: What is the significance of the discovery of the Crab pulsar? from the following choices.
A) The discovery of the Crab pulsar confirmed the black hole model of pulsars.
B) The discovery of the Crab pulsar confirmed the rotating neutron star model of pulsars.
C) The discovery of the Crab pulsar confirmed the white dwarf model of pulsars.
D) The discovery of the Crab pulsar disproved the rotating neutron star model of pulsars.
E) The discovery of the Crab pulsar confirmed the red giant model of pulsars.",B
160,closest,1,0.06398510187864304,1622,Choose the correct answer: What are the four qualitative levels of crystallinity described by geologists?,"Question: Choose the correct answer: What are the four qualitative levels of crystallinity described by geologists?
A) Holocrystalline, hypocrystalline, hypercrystalline, and holohyaline
B) Holocrystalline, hypocrystalline, hypohyaline, and holohyaline
C) Holocrystalline, hypohyaline, hypercrystalline, and holohyaline
D) Holocrystalline, hypocrystalline, hypercrystalline, and hyperhyaline
E) Holocrystalline, hypocrystalline, hypohyaline, and hyperhyaline",B
160,furthest,1,0.3791901767253876,894,Determine the correct option: What are the four qualitative levels of crystallinity described by geologists? based on the given context.,"Question: Determine the correct option: What are the four qualitative levels of crystallinity described by geologists? based on the given context.
A) Holocrystalline, hypocrystalline, hypercrystalline, and holohyaline
B) Holocrystalline, hypocrystalline, hypohyaline, and holohyaline
C) Holocrystalline, hypohyaline, hypercrystalline, and holohyaline
D) Holocrystalline, hypocrystalline, hypercrystalline, and hyperhyaline
E) Holocrystalline, hypocrystalline, hypohyaline, and hyperhyaline",B
161,closest,1,0.044139232486486435,428,"Which of the following is correct? What is power density in the context of energy frameworks, and how does it differ between renewable and non-renewable energy sources? carefully.","Question: Which of the following is correct? What is power density in the context of energy frameworks, and how does it differ between renewable and non-renewable energy sources? carefully.
A) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy framework, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have similar power density, which means that the same amount of power can be obtained from power plants occupying similar areas.
B) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy framework, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have high power density, which means large power can be drawn from power plants occupying relatively small areas. Renewable energy sources have power density at least three orders of magnitude smaller and, for the same energy output, they need to occupy accordingly larger areas.
C) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy structure, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Renewable energy sources have higher power density than non-renewable energy sources, which means that they can produce more power from power plants occupying smaller areas.
D) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy structure, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have low power density, which means that they need to occupy larger areas to produce the same amount of power as renewable energy sources.
E) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy mechanism, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have low power density, which means that they need to occupy larger areas to produce the same amount of power.",B
161,furthest,1,0.42468687891960144,1189,"What is power density in the context of energy systems, and how does it differ between renewable and non-renewable energy sources?","Question: What is power density in the context of energy systems, and how does it differ between renewable and non-renewable energy sources?
A) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have similar power density, which means that the same amount of power can be obtained from power plants occupying similar areas.
B) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have high power density, which means large power can be drawn from power plants occupying relatively small areas. Renewable energy sources have power density at least three orders of magnitude smaller and, for the same energy output, they need to occupy accordingly larger areas.
C) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Renewable energy sources have higher power density than non-renewable energy sources, which means that they can produce more power from power plants occupying smaller areas.
D) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have low power density, which means that they need to occupy larger areas to produce the same amount of power as renewable energy sources.
E) Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have low power density, which means that they need to occupy larger areas to produce the same amount of power.",B
162,closest,1,0.08648928254842758,1856,Pick the best possible answer: What is emissivity?,"Question: Pick the best possible answer: What is emissivity?
A) Emissivity is a measure of how well a surface resists deformation under stress.
B) Emissivity is a measure of how well a surface conducts heat.
C) Emissivity is a measure of how well a surface absorbs and emits thermal radiation.
D) Emissivity is a measure of how well a surface reflects visible light.
E) Emissivity is a measure of how well a surface absorbs and emits sound waves.",C
162,furthest,1,0.16470961272716522,570,Select the most accurate option: What is emissivity? carefully.,"Question: Select the most accurate option: What is emissivity? carefully.
A) Emissivity is a measure of how well a surface resists deformation under stress.
B) Emissivity is a measure of how well a surface conducts heat.
C) Emissivity is a measure of how well a surface absorbs and emits thermal radiation.
D) Emissivity is a measure of how well a surface reflects visible light.
E) Emissivity is a measure of how well a surface absorbs and emits sound waves.",C
163,closest,1,0.05949544534087181,1604,Which of the following is correct? What is the Evans balance? carefully.,"Question: Which of the following is correct? What is the Evans balance? carefully.
A) The Evans balance is a framework used to measure the change in weight of a sample when an electromagnet is turned on, which is proportional to the susceptibility.
B) The Evans balance is a framework used to measure the dependence of the NMR frequency of a liquid sample on its shape or orientation to determine its susceptibility.
C) The Evans balance is a mechanism used to measure the magnetic field distortion around a sample immersed in water inside an MR scanner to determine its susceptibility.
D) The Evans balance is a framework used to measure the susceptibility of a sample by measuring the force change on a strong compact magnet upon insertion of the sample.
E) The Evans balance is a structure used to measure the magnetic susceptibility of most crystals, which is not a scalar quantity.",D
163,furthest,1,0.3373492360115051,1147,Identify the correct statement: What is the Evans balance? based on the given context.,"Question: Identify the correct statement: What is the Evans balance? based on the given context.
A) The Evans balance is a structure used to measure the change in weight of a sample when an electromagnet is turned on, which is proportional to the susceptibility.
B) The Evans balance is a structure used to measure the dependence of the NMR frequency of a liquid sample on its shape or orientation to determine its susceptibility.
C) The Evans balance is a mechanism used to measure the magnetic field distortion around a sample immersed in water inside an MR scanner to determine its susceptibility.
D) The Evans balance is a mechanism used to measure the susceptibility of a sample by measuring the force change on a strong compact magnet upon insertion of the sample.
E) The Evans balance is a structure used to measure the magnetic susceptibility of most crystals, which is not a scalar quantity.",D
164,closest,1,0.03871820122003555,454,Select the most accurate option: What is a Schwarzschild black hole? among the listed options.,"Question: Select the most accurate option: What is a Schwarzschild black hole? among the listed options.
A) A black hole that has mass but neither electric charge nor angular momentum, and is not spherically symmetric, according to Birkhoff's theorem.
B) A black hole that has mass, electric charge, and angular momentum, and is spherically symmetric, according to Birkhoff's theorem.
C) A black hole that has mass but neither electric charge nor angular momentum, and is spherically symmetric, according to Birkhoff's theorem.
D) A black hole that has neither mass nor electric charge nor angular momentum, and is not spherically symmetric, according to Birkhoff's theorem.
E) A black hole that has mass, electric charge, and angular momentum, and is not spherically symmetric, according to Birkhoff's theorem.",C
164,furthest,1,0.06388453394174576,1795,Identify the correct statement: What is a Schwarzschild black hole? from the following choices.,"Question: Identify the correct statement: What is a Schwarzschild black hole? from the following choices.
A) A black hole that has mass but neither electric charge nor angular momentum, and is not spherically symmetric, according to Birkhoff's theorem.
B) A black hole that has mass, electric charge, and angular momentum, and is spherically symmetric, according to Birkhoff's theorem.
C) A black hole that has mass but neither electric charge nor angular momentum, and is spherically symmetric, according to Birkhoff's theorem.
D) A black hole that has neither mass nor electric charge nor angular momentum, and is not spherically symmetric, according to Birkhoff's theorem.
E) A black hole that has mass, electric charge, and angular momentum, and is not spherically symmetric, according to Birkhoff's theorem.",C
165,closest,1,0.058611538261175156,1644,Pick the best possible answer: What is the evidence for the existence of a supermassive black hole at the center of the Milky Way galaxy?,"Question: Pick the best possible answer: What is the evidence for the existence of a supermassive black hole at the center of the Milky Way galaxy?
A) The Milky Way galaxy has a supermassive black hole at its center because of the bright flare activity observed near Sagittarius A*. The radius of the central object must be less than 17 light-hours, because otherwise S2 would collide with it. Observations of the star S14 indicate that the radius is no more than 6.25 light-hours, about the diameter of Uranus' orbit. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.
B) The Milky Way galaxy has a supermassive black hole at its center because the star S14 follows an elliptical orbit with a period of 15.2 years and a pericenter of 17 light-hours from the center of the central object. From the motion of star S14, the object's mass can be estimated as 4.0 million M☉, or about 7.96×1036 kg. The radius of the central object must be less than 17 light-hours, because otherwise S14 would collide with it. Observations of the star S2 indicate that the radius is no more than 6.25 light-hours, about the diameter of Uranus' orbit. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.
C) The Milky Way galaxy has a supermassive black hole at its center because of the bright flare activity observed near Sagittarius A*. The radius of the central object must be less than 6.25 light-hours, about the diameter of Uranus' orbit. Observations of the star S2 indicate that the radius is no more than 17 light-hours, because otherwise S2 would collide with it. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.
D) The Milky Way galaxy has a supermassive black hole at its center because it is the only explanation for the bright flare activity observed near Sagittarius A* at a separation of six to ten times the gravitational radius of the candidate SMBH.
E) The star S2 follows an elliptical orbit with a period of 15.2 years and a pericenter of 17 light-hours from the center of the central object. From the motion of star S2, the object's mass can be estimated as 4.0 million M☉, or about 7.96×1036 kg. The radius of the central object must be less than 17 light-hours, because otherwise S2 would collide with it. Observations of the star S14 indicate that the radius is no more than 6.25 light-hours, about the diameter of Uranus' orbit. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.",E
165,furthest,1,0.24382100999355316,177,Pick the best possible answer: What is the evidence for the existence of a supermassive black hole at the center of the Milky Way galaxy? based on the given context.,"Question: Pick the best possible answer: What is the evidence for the existence of a supermassive black hole at the center of the Milky Way galaxy? based on the given context.
A) The Milky Way galaxy has a supermassive black hole at its center because of the bright flare activity observed near Sagittarius A*. The radius of the central object must be less than 17 light-hours, because otherwise S2 would collide with it. Observations of the star S14 indicate that the radius is no more than 6.25 light-hours, about the diameter of Uranus' orbit. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.
B) The Milky Way galaxy has a supermassive black hole at its center because the star S14 follows an elliptical orbit with a period of 15.2 years and a pericenter of 17 light-hours from the center of the central object. From the motion of star S14, the object's mass can be estimated as 4.0 million M☉, or about 7.96×1036 kg. The radius of the central object must be less than 17 light-hours, because otherwise S14 would collide with it. Observations of the star S2 indicate that the radius is no more than 6.25 light-hours, about the diameter of Uranus' orbit. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.
C) The Milky Way galaxy has a supermassive black hole at its center because of the bright flare activity observed near Sagittarius A*. The radius of the central object must be less than 6.25 light-hours, about the diameter of Uranus' orbit. Observations of the star S2 indicate that the radius is no more than 17 light-hours, because otherwise S2 would collide with it. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.
D) The Milky Way galaxy has a supermassive black hole at its center because it is the only explanation for the bright flare activity observed near Sagittarius A* at a separation of six to ten times the gravitational radius of the candidate SMBH.
E) The star S2 follows an elliptical orbit with a period of 15.2 years and a pericenter of 17 light-hours from the center of the central object. From the motion of star S2, the object's mass can be estimated as 4.0 million M☉, or about 7.96×1036 kg. The radius of the central object must be less than 17 light-hours, because otherwise S2 would collide with it. Observations of the star S14 indicate that the radius is no more than 6.25 light-hours, about the diameter of Uranus' orbit. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.",E
