id,prompt,correct_answer_text,domain_name,domain_keywords
1851,What is the relationship between the amplitude of a sound wave and its loudness?,The amplitude of a sound wave is related to its loudness.,Acoustics,sound wave amplitude; loudness proportionality; wave mechanics; frequency relationship
1852,Identify the correct statement: What is organography? among the listed options.,Organography is the scientific description of the structure and function of the organs of living things.,Plant Morphology,organography; apical meristems; plant anatomy; organ development
1853,Select the most accurate option: What is the definition of dimension in mathematics? carefully.,"The dimension of an object is the number of independent parameters or coordinates needed to define the position of a point constrained to be on the object, and is an intrinsic property of the object, independent of the dimension of the space in which it is embedded.",Geometry,mathematical dimension; degrees of freedom; extrinsic property; independent parameters
1854,Which of the following is correct? What is the proposed name for the field that is responsible for cosmic inflation and the metric expansion of space? carefully.,Inflaton,Cosmology,cosmic inflation; metric expansion; inflaton field; conformal cyclic cosmology
1855,"Pick the best possible answer: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? carefully.",To indicate the relationship between the size of the map and the size of the area being represented.,Cartography,representative fraction; map scale; spatial representation; geographic projection
1856,Pick the best possible answer: What is emissivity?,Emissivity is a measure of how well a surface absorbs and emits thermal radiation.,Thermodynamics,emissivity; thermal radiation; radiative heat transfer; surface properties
1857,What is the origin of the radio emission observed from supernova remnants?,The radio emission from supernova remnants originates from high-velocity electrons oscillating within magnetic fields. This emission is a form of non-thermal emission called synchrotron emission.,Astrophysics,supernova remnants; synchrotron emission; non-thermal emission; magnetic fields; ionized gas
1858,Pick the best possible answer: What is reciprocal length or inverse length?,"Reciprocal length or inverse length is a quantity or measurement used in several branches of science and mathematics. It is the reciprocal of length, and common units used for this measurement include the reciprocal metre or inverse metre (symbol: m−1), the reciprocal centimetre or inverse centimetre (symbol: cm−1).",Dimensional Analysis,reciprocal length; inverse units; dimensional quantities; unit conversion
1859,What is the Penrose process?,"The Penrose process is a mechanism through which objects can emerge from the ergosphere with more energy than they entered with, taking extra energy from the rotational energy of the black hole and slowing down its rotation.",Astrophysics,Penrose process; ergosphere; rotational energy; black hole dynamics
1860,Pick the best possible answer: What is the Kelvin-Helmholtz instability and how does it affect Earth's magnetosphere? from the following choices.,"The Kelvin-Helmholtz instability is a phenomenon that occurs when large swirls of plasma travel along the edge of the magnetosphere at a different velocity from the magnetosphere, causing the plasma to slip past. This results in magnetic reconnection, and as the magnetic field lines break and reconnect, solar wind particles are able to enter the magnetosphere.",Space Physics,Kelvin-Helmholtz instability; magnetosphere; magnetic reconnection; solar wind; plasma dynamics
1861,Select the most accurate option: What is the propagation constant in sinusoidal waves? carefully.,The propagation constant is a complex number that varies with distance due to the phase change in the sinusoidal wave.,Wave Physics,propagation constant; sinusoidal waves; phase change; complex numbers
1862,Determine the correct option: What is the relationship between dielectric loss and the transparency of a material? carefully.,"Dielectric loss in a material can cause absorption, which can reduce the material's transparency at higher frequencies.",Materials Science,dielectric loss; material transparency; electromagnetic absorption; high-frequency refraction
1863,Which of the following is correct? What is a planetary mechanism? from the following choices.,Any set of gravitationally bound non-stellar objects in or out of orbit around a star or star structure.,Planetary Science,planetary mechanism; gravitationally bound; non-stellar objects; orbital dynamics
1864,Which of the following is correct? What is explicit symmetry breaking in theoretical physics? carefully.,"Explicit symmetry breaking is the breaking of a symmetry of a principle by terms in its defining equations of motion that do not respect the symmetry, usually in situations where these symmetry-breaking terms are small, so that the symmetry is approximately respected by the principle.",Theoretical Physics,explicit symmetry breaking; equations of motion; symmetry principles; approximate symmetry
1865,"What is a transient condensation cloud, also known as a Wilson cloud?","A visible cloud of microscopic water droplets that forms when a nuclear weapon or a large amount of a conventional explosive is detonated in humid air, due to a temporary cooling of the air caused by a rarefaction of the air surrounding the explosion.",Nuclear Physics,transient condensation cloud; Wilson cloud; rarefaction; nuclear detonation; atmospheric physics
1866,What is magnetic susceptibility?,"Magnetic susceptibility is a measure of how much a material will become magnetized in an applied magnetic field. It is the ratio of magnetization to the applied magnetizing field intensity, allowing for a simple classification of most materials' responses to an applied magnetic field.",Electromagnetism,magnetic susceptibility; magnetization; magnetizing field intensity; material classification
1867,Identify the correct statement: What is the order parameter that breaks the electromagnetic gauge symmetry in superconductors? based on the given context.,A condensed-matter collective field ψ.,Condensed Matter Physics,order parameter; electromagnetic gauge symmetry; superconductors; collective field
1868,"Identify the correct statement: What is a ""coffee ring"" in physics? among the listed options.","A pattern left by a particle-laden liquid after it evaporates, named for the characteristic ring-like deposit along the perimeter of a spill of coffee or red wine.",Fluid Dynamics,coffee ring effect; evaporation dynamics; particle-laden liquid; surface tension; deposition patterns
1869,Select the most accurate option: What is the relationship between dielectric loss and the transparency of a material? carefully.,"Dielectric loss in a material can cause absorption, which can reduce the material's transparency at higher frequencies.",Materials Science,dielectric loss; material transparency; electromagnetic absorption; high-frequency propagation
1870,Choose the correct answer: What is the SI base unit of time and how is it defined? among the listed options.,"The SI base unit of time is the second, which is defined by measuring the electronic transition frequency of caesium atoms.",Metrology,SI base units; caesium atom transition; time measurement; international system units
1871,Choose the correct answer: What is radiometric dating? among the listed options.,"Radiometric dating is a technique of measuring geological time using radioactive decay, discovered in the early 20th century.",Geochronology,radiometric dating; radioactive decay; geological time; isotope analysis
1872,Which of the following is correct? What is the reason for the formation of stars exclusively within molecular clouds? among the listed options.,"The low temperatures and high densities of molecular clouds cause the gravitational force to exceed the internal pressures that are acting ""outward"" to prevent a collapse.",Astrophysics,stellar formation; molecular clouds; gravitational collapse; hydrostatic equilibrium
1873,Select the most accurate option: Which mathematical function is commonly used to characterize linear time-invariant structures? among the listed options.,Transfer function,Control Systems Engineering,linear time-invariant; transfer function; system dynamics; signal processing
1874,Select the most accurate option: What is Modified Newtonian Dynamics (MOND)? based on the given context.,MOND is a hypothesis that proposes a modification of Newton's law of universal gravitation to account for observed properties of galaxies. It is an alternative to the hypothesis of dark matter in terms of explaining why galaxies do not appear to obey the currently understood laws of physics.,Astrophysics,Modified Newtonian Dynamics; dark matter; universal gravitation; general relativity
1875,Choose the correct answer: What is the relationship between Coordinated Universal Time (UTC) and Universal Time (UT1)? based on the given context.,"UTC is an atomic time scale designed to approximate Universal Time (UT1), but it differs from UT1 by an integral number of seconds. UTC is kept within 0.9 second of UT1 by the introduction of one-second steps to UTC, the ""leap second"".",Chronometry,Coordinated Universal Time; Universal Time; leap second; atomic time scale
1876,Determine the correct option: What is the second law of thermodynamics? from the following choices.,The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It establishes the concept of entropy as a physical property of a thermodynamic mechanism and can be used to predict whether processes are forbidden despite obeying the requirement of conservation of energy as expressed in the first law of thermodynamics.,Thermodynamics,second law of thermodynamics; heat energy interconversions; internal energy; cyclic process; conservation of energy
1877,What is the significance of the speed of light in vacuum?,The speed of light in vacuum is independent of the motion of the wave source and the observer's inertial frame of reference.,Special Relativity,speed of light; inertial frame of reference; wave source; vacuum constant
1878,What is the main focus of cryogenic and noble liquid detectors in dark matter experiments?,Distinguishing background particles from dark matter particles by detecting the heat produced when a particle hits an atom in a crystal absorber or the scintillation produced by a particle collision in liquid xenon or argon.,Particle Physics,cryogenic detectors; noble liquid detectors; scintillation; interaction cross section; dark matter detection
1879,Choose the correct answer: What is the Kutta condition? based on the given context.,"The Kutta condition is a physical requirement that the fluid moving along the lower and upper surfaces of an airfoil meet smoothly, with no fluid moving around the trailing edge of the airfoil.",Fluid Dynamics,Kutta condition; airfoil aerodynamics; circulation; Kutta-Joukowski theorem
1880,Pick the best possible answer: What is linear frame dragging? carefully.,"Linear frame dragging is the effect of the general principle of relativity applied to linear momentum, which is similarly inevitable to the rotational effect. It is a tiny effect that is difficult to confirm experimentally and often omitted from articles on frame-dragging.",General Relativity,linear frame dragging; rotational momentum; general principle of relativity; spacetime curvature
1881,Identify the correct statement: What is the Droste effect? among the listed options.,"The Droste effect is a recursive image effect in which a picture appears within itself in a place where a similar picture would realistically be expected to appear. This creates a loop that can continue as far as the image's resolution allows, and is named after a Dutch brand of cocoa.",Visual Arts & Optics,Droste effect; recursive imagery; self-referential images; optical illusion
1882,Which of the following is correct? What is the definition of anatomy?,Anatomy is a branch of morphology that deals with the structure of organisms.,Biological Sciences,morphology; structural biology; organismal structure; anatomical definition
1883,Choose the correct answer: What is the relation between the three moment theorem and the bending moments at three successive supports of a continuous beam? carefully.,"The three moment theorem describes the relationship between bending moments at three successive supports of a continuous beam, subject to a loading on two adjacent spans with or without settlement of the supports.",Structural Engineering,three moment theorem; bending moments; continuous beam; deflection curve; support settlement
1884,Choose the correct answer: What is a trophic level in an ecological pyramid? carefully.,A group of organisms that acquire most of their energy from the level below them in the pyramid.,Ecology,trophic level; ecological pyramid; energy flow; ecostructure
1885,Determine the correct option: What is the metallicity of Kapteyn's star estimated to be? from the following choices.,8 times less than the Sun,Astrophysics,metallicity; Kapteyn's star; stellar composition; stellar evolution
1886,Which of the following is correct? What is water hammer?,"Water hammer is a loud banging noise resembling a hammering sound that occurs when moving water is suddenly stopped, causing a rise in pressure and resulting shock wave.",Fluid Dynamics,water hammer; pressure surge; shock wave; hydraulic transients
1887,Determine the correct option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? based on the given context.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles float above hot surfaces and move erratically, observed in non-volatile materials.",Thermodynamics,reactive Leidenfrost effect; non-volatile materials; surface phenomena; particle dynamics
1888,Determine the correct option: What happens to an initially inhomogeneous physical mechanism that is isolated by a thermodynamic operation? based on the given context.,It will generally change its internal state over time.,Thermodynamics,inhomogeneous physical mechanism; thermodynamic operation; internal state; submechanisms; isolated system
1889,Pick the best possible answer: What are the Navier-Stokes equations? among the listed options.,"The Navier-Stokes equations are partial differential equations that describe the motion of viscous fluid substances, expressing momentum balance and conservation of mass for Newtonian fluids.",Fluid Dynamics,Navier-Stokes equations; partial differential equations; momentum balance; conservation of mass; Newtonian fluids
1890,Choose the correct answer: What is the evidence for the existence of a supermassive black hole at the center of the Milky Way galaxy? carefully.,"The star S2 follows an elliptical orbit with a period of 15.2 years and a pericenter of 17 light-hours from the center of the central object. From the motion of star S2, the object's mass can be estimated as 4.0 million M☉, or about 7.96×1036 kg. The radius of the central object must be less than 17 light-hours, because otherwise S2 would collide with it. Observations of the star S14 indicate that the radius is no more than 6.25 light-hours, about the diameter of Uranus' orbit. No known astronomical object other than a black hole can contain 4.0 million M☉ in this volume of space.",Astrophysics,supermassive black hole; Sagittarius A*; stellar orbits; solar mass; orbital mechanics
1891,"Choose the correct answer: What is the butterfly effect, as defined by Lorenz in his book ""The Essence of Chaos""? among the listed options.","The butterfly effect is the phenomenon that a small change in the initial conditions of a dynamical framework can cause significant distinctions in subsequent states, as defined by Lorenz in his book ""The Essence of Chaos.""",Chaos Theory,butterfly effect; initial conditions; dynamical systems; sensitive dependence
1892,Determine the correct option: What is the Optical Signal-to-Noise Ratio (OSNR)? among the listed options.,"The Optical Signal-to-Noise Ratio (OSNR) is the ratio between the signal power and the noise power in a given bandwidth, used to describe the signal quality without taking the receiver into account.",Optical Engineering,Optical Signal-to-Noise Ratio; signal power; noise power; dynamic range; bandwidth
1893,"Determine the correct option: What is the concept of simultaneity in Einstein's book, Relativity? from the following choices.","Simultaneity is relative, meaning that two events that appear simultaneous to an observer in a particular inertial reference frame need not be judged as simultaneous by a second observer in a different inertial frame of reference.",Theoretical Physics,relativity of simultaneity; inertial reference frame; special relativity; spacetime physics
1894,Identify the correct statement: What is the mechanism of FTIR? from the following choices.,"The mechanism of FTIR is called evanescent-wave coupling, which is a good analog to visualize quantum tunneling.",Analytical Chemistry,FTIR; evanescent-wave coupling; quantum tunneling; frustrated TIR; total internal reflection microscopy
1895,Identify the correct statement: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? from the following choices.,"The atmosphere possesses both chaos and order, including emerging organized frameworks and time-varying forcing from recurrent seasons.",Atmospheric Science,time-varying multistability; aggregated feedback; large-scale processes; chaotic dynamics
1896,Which mathematical function is commonly used to characterize linear time-invariant systems?,Transfer function,Control Systems Engineering,linear time-invariant systems; transfer function; system dynamics; signal processing
1897,Which of the following is correct? What is the fate of a carbocation formed in crystalline naphthalene?,"The carbocation gains an electron from surrounding molecules, becoming an electrically neutral radical.",Organic Chemistry,carbocation; crystalline naphthalene; ion stability; chemical decay
1898,What is classical mechanics?,"Classical mechanics is the branch of physics that describes the motion of macroscopic objects using concepts such as mass, acceleration, and force. It is based on a three-dimensional Euclidean space with fixed axes, and utilises many equations and mathematical concepts to relate physical quantities to one another.",Theoretical Physics,classical mechanics; macroscopic motion; Euclidean space; wave-particle duality; quantum mechanics
1899,Pick the best possible answer: What is the information loss paradox in black holes? carefully.,"Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is lost. Regardless of the type of matter which goes into a black hole, it appears that only information concerning the total mass, charge, and angular momentum are conserved. As black holes evaporate by emitting Hawking radiation, the information is lost forever.",Theoretical Physics,information loss paradox; Hawking radiation; black hole evaporation; quantum mechanics
1900,Identify the correct statement: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? among the listed options.,"The change in slope of the pinched hysteresis curves demonstrates switching between different resistance states, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",Neuromorphic Engineering,ReRAM; pinched hysteresis curves; memristor; resistance memory; two-terminal devices
1901,Determine the correct option: What is Lorentz symmetry or Lorentz invariance in relativistic physics? among the listed options.,Lorentz symmetry or Lorentz invariance is an equivalence of observation or observational symmetry due to special relativity implying that the laws of physics stay the same for all observers that are moving with respect to one another within an inertial frame.,Theoretical Physics,Lorentz invariance; spacetime manifold; Lorentz group; special relativity; four-vectors
1902,Select the most accurate option: What is the reason for recycling rare metals according to the United Nations? among the listed options.,"The demand for rare metals will quickly exceed the consumed tonnage in 2013, and recycling rare metals with a worldwide production lower than 100 000 t/year is urgent and priority should be placed on it in order to conserve natural resources and energy.",Resource Economics,rare metal recycling; resource conservation; production tonnage; sustainable development
1903,Choose the correct answer: What is a phageome? from the following choices.,"A community of bacteriophages and their metagenomes localized in a particular environment, similar to a microbiome.",Microbial Ecology,phageome; metagenomics; bacteriophages; microbial communities
1904,Determine the correct option: What is the relationship between the amplitude of a sound wave and its loudness?,The amplitude of a sound wave is related to its loudness.,Acoustics,sound wave amplitude; loudness proportionality; wave mechanics; acoustic properties
1905,Determine the correct option: What is geometric quantization in mathematical physics? among the listed options.,Geometric quantization is a mathematical approach to defining a quantum framework corresponding to a given classical framework. It attempts to carry out quantization in such a way that certain analogies between the classical framework and the quantum framework remain manifest.,Mathematical Physics,geometric quantization; classical principle; quantum principle; mathematical framework
1906,Select the most accurate option: What was Isaac Newton's explanation for rectilinear propagation of light? from the following choices.,"Isaac Newton rejected the wave principle of light and proposed that light consists of corpuscles that are subject to a force acting perpendicular to the interface. In this model, the critical angle was the angle of incidence at which the normal velocity of the approaching corpuscle was just enough to reach the far side of the force field; at more oblique incidence, the corpuscle would be turned back.",Optics,rectilinear propagation; corpuscular theory; critical angle; Newton's optics
1907,"Pick the best possible answer: What is the butterfly effect, as defined by Lorenz in his book ""The Essence of Chaos""? from the following choices.","The butterfly effect is the phenomenon that a small change in the initial conditions of a dynamical structure can cause significant distinctions in subsequent states, as defined by Lorenz in his book ""The Essence of Chaos.""",Chaos Theory,butterfly effect; initial conditions; dynamical systems; sensitive dependence
1908,Determine the correct option: What is the Heisenberg uncertainty principle and how does it relate to angular momentum in quantum mechanics?,"The Heisenberg uncertainty principle states that at any given time, only one projection of angular momentum can be measured with definite precision, while the other two remain uncertain. This is because angular momentum, like other quantities in quantum mechanics, is expressed as an operator with quantized eigenvalues.",Quantum Mechanics,Heisenberg uncertainty principle; angular momentum; tensorial operator; quantized eigenvalues; spin
1909,Choose the correct answer: What was Pierre de Fermat's solution to the problem of refraction?,"Fermat supposed that light took the path of least resistance, and that different media offered different resistances. His eventual solution, described in a letter to La Chambre dated 1 January 1662, construed ""resistance"" as inversely proportional to speed, so that light took the path of least time. That premise yielded the ordinary law of refraction, provided that light traveled more slowly in the optically denser medium.",Optics,Fermat's principle; law of refraction; principle of least time; optical density
1910,Choose the correct answer: What is the significance of the speed of light in vacuum? carefully.,The speed of light in vacuum is independent of the motion of the wave source and the observer's inertial frame of reference.,Special Relativity,speed of light; inertial frame of reference; wave source; vacuum constant
1911,Choose the correct answer: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines inertial space and time manifolds with a non-inertial reference frame of space and time into a four-dimensional model relating a position to the field.,Theoretical Physics,Minkowski space; spacetime manifold; four-dimensional model; non-inertial reference frame
1912,Identify the correct statement: What is the most popular explanation for the shower-curtain effect? based on the given context.,Bernoulli's principle,Fluid Dynamics,Bernoulli's principle; pressure differential; fluid mechanics; velocity-pressure relationship
1913,Determine the correct option: What is the Ramsauer-Townsend effect? among the listed options.,The Ramsauer-Townsend effect is a physical phenomenon that involves the scattering of low-energy electrons by atoms of a noble gas. It requires the wave principle of quantum mechanics to be explained.,Quantum Mechanics,Ramsauer-Townsend effect; electron scattering; wave principle; noble gas interaction
1914,"Pick the best possible answer: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? from the following choices.",To indicate the relationship between the size of the map and the size of the area being represented.,Cartography,representative fraction; map scale; spatial representation; geographic projection
1915,Identify the correct statement: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines inertial space and time manifolds with a non-inertial reference frame of space and time into a four-dimensional model relating a position to the field.,Theoretical Physics,Minkowski space; spacetime manifold; four-dimensional model; non-inertial reference frame
1916,Select the most accurate option: What is the Heisenberg uncertainty principle and how does it relate to angular momentum in quantum mechanics? among the listed options.,"The Heisenberg uncertainty principle states that at any given time, only one projection of angular momentum can be measured with definite precision, while the other two remain uncertain. This is because angular momentum, like other quantities in quantum mechanics, is expressed as an operator with quantized eigenvalues.",Quantum Mechanics,Heisenberg uncertainty principle; angular momentum; tensorial operator; quantized eigenvalues; spin
1917,Select the most accurate option: What happens to an initially inhomogeneous physical framework that is isolated by a thermodynamic operation?,It will generally change its internal state over time.,Thermodynamics,inhomogeneous physical framework; thermodynamic operation; internal state; substructures; isolated systems
1918,Which of the following is correct? What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? carefully.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the distance between the surfaces.",Electromagnetism,surface charge; electric field; conductor proximity; electrostatic interaction
1919,Select the most accurate option: What is geometric quantization in mathematical physics?,Geometric quantization is a mathematical approach to defining a quantum principle corresponding to a given classical principle. It attempts to carry out quantization in such a way that certain analogies between the classical principle and the quantum principle remain manifest.,Mathematical Physics,geometric quantization; classical framework; quantum framework; mathematical physics; quantization theory
1920,Which of the following is correct? What is the Minkowski diagram used for?,The Minkowski diagram is used to define concepts and demonstrate properties of Lorentz transformations and to provide geometrical interpretation to the generalization of Newtonian mechanics to relativistic mechanics.,Theoretical Physics,Minkowski diagram; Lorentz transformations; special relativity; relativistic mechanics
1921,Choose the correct answer: What is the gravitomagnetic interaction? based on the given context.,"The gravitomagnetic interaction is a new force of nature generated by rotating matter, whose intensity is proportional to the rate of spin, according to the general principle of relativity.",General Relativity,gravitomagnetic interaction; rotating matter; general principle of relativity; gravitational permeability
1922,Pick the best possible answer: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? carefully.,"The Navier-Stokes equation can be derived from the Cauchy momentum equation by specifying the stress tensor through a constitutive relation, expressing the shear tensor in terms of viscosity and fluid velocity, and assuming constant density and viscosity.",Fluid Dynamics,Cauchy momentum equation; Navier-Stokes equation; constitutive relation; stress tensor; fluid viscosity
1923,Identify the correct statement: How many crystallographic point groups are there in three-dimensional space? from the following choices.,32,Crystallography,crystallographic point groups; three-dimensional space; symmetry operations; crystal systems
1924,Select the most accurate option: What is the Josephson effect? among the listed options.,"The Josephson effect is a phenomenon exploited by superconducting devices such as SQUIDs. It is used in the most accurate available measurements of the magnetic flux quantum Φ0 = h/(2e), where h is the Planck constant.",Quantum Physics,Josephson effect; SQUIDs; magnetic flux quantum; Planck constant; superconductivity
1925,Which of the following is correct? What is the Einstein@Home project? based on the given context.,The Einstein@Home project is a distributed computing project that aims to detect simple gravitational waves with constant frequency. It takes data from LIGO and GEO and sends it out in little pieces to thousands of volunteers for parallel analysis on their home computers.,Astrophysics,gravitational waves; distributed computing; binary black holes; LIGO; parallel analysis
1926,Identify the correct statement: What is the propagation constant in sinusoidal waves? among the listed options.,The propagation constant is a complex number that varies with distance due to the phase change in the sinusoidal wave.,Wave Physics,propagation constant; sinusoidal waves; phase change; complex numbers
1927,Choose the correct answer: What is the De Haas-Van Alphen effect? based on the given context.,"The oscillation of the differential susceptibility as a function of 1/H in metals under strong magnetic fields, which relates the period of the susceptibility with the Fermi surface of the material.",Condensed Matter Physics,De Haas-Van Alphen effect; differential susceptibility; Fermi surface; magnetic field oscillations
1928,Choose the correct answer: What is magnetic susceptibility? based on the given context.,"Magnetic susceptibility is a measure of how much a material will become magnetized in an applied magnetic field. It is the ratio of magnetization to the applied magnetizing field intensity, allowing for a simple classification of most materials' responses to an applied magnetic field.",Magnetism,magnetic susceptibility; magnetization; magnetizing field intensity; material classification
1929,Pick the best possible answer: What is the origin of the radio emission observed from supernova remnants? from the following choices.,The radio emission from supernova remnants originates from high-velocity electrons oscillating within magnetic fields. This emission is a form of non-thermal emission called synchrotron emission.,Astrophysics,supernova remnants; synchrotron emission; non-thermal emission; magnetic fields; high-velocity electrons
1930,Pick the best possible answer: What is the reason that Newton's second law cannot be used to calculate the development of a physical framework in quantum mechanics? based on the given context.,"The existence of particle spin, which is angular momentum that cannot be described by the cumulative effect of point-like motions in space.",Quantum Mechanics,Newton's second law; particle spin; angular momentum; point-like motions
1931,Identify the correct statement: What is the Einstein@Home project?,The Einstein@Home project is a distributed computing project that aims to detect simple gravitational waves with constant frequency. It takes data from LIGO and GEO and sends it out in little pieces to thousands of volunteers for parallel analysis on their home computers.,Computational Astrophysics,distributed computing; gravitational waves; binary black holes; parallel analysis; LIGO data
1932,"Choose the correct answer: What is the ""ultraviolet catastrophe""?",It is the misbehavior of a formula for higher frequencies.,Quantum Physics,ultraviolet catastrophe; classical physics; electromagnetic radiation; energy distribution
1933,Select the most accurate option: What is the main sequence in astronomy? from the following choices.,The main sequence is a continuous and distinctive band of stars that appears on plots of stellar color versus brightness. Stars on this band are known as main-sequence stars or dwarf stars.,Astrophysics,main sequence; stellar evolution; Hertzsprung-Russell diagram; stellar luminosity
1934,Choose the correct answer: What did Fresnel predict and verify with regards to total internal reflections? based on the given context.,"Fresnel predicted and verified that four total internal reflections at 68°27' would give a precise circular polarization if two of the reflections had water as the external medium while the other two had air, but not if the reflecting surfaces were all wet or all dry.",Optical Physics,total internal reflection; circular polarization; Fresnel equations; refractive indices
1935,What is the mechanism of FTIR?,"The mechanism of FTIR is called evanescent-wave coupling, which is a good analog to visualize quantum tunneling.",Optical Physics,FTIR; frustrated TIR; evanescent-wave coupling; total internal reflection; quantum tunneling
1936,Identify the correct statement: What is the identity operation in symmetry groups? from the following choices.,The identity operation leaves the molecule unchanged and forms the identity element in the symmetry group.,Molecular Symmetry,identity operation; symmetry groups; point group theory; molecular geometry
1937,Which of the following is correct? What is the origin of the radio emission observed from supernova remnants? from the following choices.,The radio emission from supernova remnants originates from high-velocity electrons oscillating within magnetic fields. This emission is a form of non-thermal emission called synchrotron emission.,Astrophysics,supernova remnants; synchrotron emission; non-thermal emission; magnetic fields; high-velocity electrons
1938,Determine the correct option: What is resistivity? from the following choices.,Resistivity is an intrinsic property of a material that describes how difficult it is to make electrical current flow through it. It is measured in ohm-meters and is independent of the material's shape and size.,Electrical Engineering,resistivity; intrinsic property; ohm-meters; electrical current flow
1939,Select the most accurate option: What is a planetary mechanism? carefully.,Any set of gravitationally bound non-stellar objects in or out of orbit around a star or star mechanism.,Planetary Science,planetary mechanism; gravitationally bound; non-stellar objects; orbital dynamics
1940,Pick the best possible answer: What is the butterfly effect? among the listed options.,The butterfly effect is a phenomenon that highlights the contrast between the application of the notion of causality in physics and a more general use of causality as represented by Mackie's INUS conditions.,Chaos Theory,butterfly effect; distributed causality; INUS conditions; unstable equilibrium; Newtonian physics
1941,Which of the following is correct? What is the role of methane in Fischer-Tropsch processes? from the following choices.,Methane is partially converted to carbon monoxide for utilization in Fischer-Tropsch processes.,Chemical Engineering,Fischer-Tropsch process; methane conversion; carbon monoxide synthesis; catalytic chemistry
1942,Select the most accurate option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation?,"The complete electromagnetic Hamiltonian of any molecule is invariant to the parity operation, and its eigenvalues can be given the parity symmetry label + or - depending on whether they are even or odd, respectively.",Quantum Chemistry,electromagnetic Hamiltonian; parity operation; symmetry labels; molecular eigenvalues
1943,Choose the correct answer: What is the significance of probability amplitudes in quantum mechanics? among the listed options.,"Probability amplitudes act as the equivalent of conventional probabilities in quantum mechanics, with many analogous laws.",Quantum Mechanics,probability amplitudes; wave function; quantum state; superposition principles
1944,"Identify the correct statement: Which hand should be used to apply the right-hand rule when tightening or loosening nuts, screws, bolts, bottle caps, and jar lids? from the following choices.",The right hand,Mechanical Engineering,right-hand rule; torque application; fastener mechanics; mechanical assembly
1945,Choose the correct answer: What is a planetary mechanism? based on the given context.,Any set of gravitationally bound non-stellar objects in or out of orbit around a star or star structure.,Astronomy,planetary mechanism; gravitationally bound; non-stellar objects; orbital dynamics
1946,Pick the best possible answer: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? from the following choices.,"The change in slope of the pinched hysteresis curves demonstrates switching between different resistance states, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",Neuromorphic Engineering,ReRAM; pinched hysteresis curves; memristor; resistance memory; two-terminal devices
1947,Which of the following is correct? What is the Erlangen program? based on the given context.,"The Erlangen program is a procedure of characterizing geometries based on group framework and projective geometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",Mathematics,Erlangen program; group framework; projective geometry; Felix Klein
1948,Select the most accurate option: What is a planetary mechanism? based on the given context.,Any set of gravitationally bound non-stellar objects in or out of orbit around a star or star mechanism.,Astronomy,planetary mechanism; gravitationally bound; non-stellar objects; orbital dynamics
1949,Which of the following is correct? What is resistivity? carefully.,Resistivity is an intrinsic property of a material that describes how difficult it is to make electrical current flow through it. It is measured in ohm-meters and is independent of the material's shape and size.,Electrical Engineering,resistivity; intrinsic property; ohm-meters; electrical current flow
1950,Choose the correct answer: What is the reason for the stochastic nature of all observed resistance-switching processes? based on the given context.,"The device is subjected to random thermal fluctuations, which trigger the switching event, but it is impossible to predict when it will occur.",Neuromorphic Engineering,resistance-switching processes; stochasticity; free-energy barriers; thermal fluctuations; memristive devices
1951,"Select the most accurate option: What is the meaning of the term ""horror vacui""? among the listed options.",The commonly held view that nature abhorred a vacuum.,Philosophy Of Science,horror vacui; Cartesian metaphysics; spatial-corporeal component; vacuum theory
1952,"Select the most accurate option: Who proposed the concept of ""maximal acceleration""? among the listed options.",Eduardo R. Caianiello,Theoretical Physics,maximal acceleration; quantum gravity; Caianiello's theory; spacetime geometry
1953,Pick the best possible answer: How many crystallographic point groups are there in three-dimensional space? among the listed options.,32,Crystallography,crystallographic point groups; three-dimensional space; symmetry operations; crystal systems
1954,Determine the correct option: What are some models that attempt to account for all observations without invoking supplemental non-baryonic matter?,"Modified Newtonian dynamics, tensor–vector–scalar gravity, or entropic gravity.",Theoretical Physics,Modified Newtonian dynamics; tensor–vector–scalar gravity; entropic gravity; non-baryonic matter
